-0.144875,0.0790501,0.00715618,0.129701,-0.052494,0.0168727,0.0419715,-0.0562427,0.00124349
0.146126,-0.144988,-0.0546065,-0.024998,-0.0175383,-0.0152917,-0.0441669,-0.203837,-0.160289
-0.110775,-0.0172714,-0.0445106,-0.0306292,0.0569867,0.040478,-0.127542,0.0958704,0.0811774
0.065269,0.0385339,0.0488462,-0.112875,-0.0321515,-0.0837386,0.0875593,0.124181,0.0359215
5.01204e-05,0.00205402,0.0023369,0.00261185,0.00085504,0.00178995,0.00269917,0.00168432,0.00172425
0.0845957,0.0619229,0.0711059,-0.0908986,-0.0104719,-0.0625139,0.110252,0.146099,0.0581871
-0.085045,0.0100072,-0.0191899,-0.00650047,0.08494,0.0664361,-0.103564,0.119344,0.106308
0.177419,-0.10908,-0.0212058,0.00656983,0.0189163,0.0189645,-0.0130551,-0.169495,-0.125317
-0.136393,0.090567,0.0178154,0.139451,-0.0415963,0.0271826,0.0521457,-0.0442904,0.0128078

