0.000720938,-7.38904e-05,0.000502684,0.000413061,0.000531763,0.000552234,0.000477439,0.000645122,0.000503037
-4.00301e-08,-4.988e-08,-4.61523e-08,-4.72759e-08,-4.57324e-08,-4.5433e-08,-4.65021e-08,-4.40065e-08,-4.61473e-08
2.32986e-07,2.90322e-07,2.68633e-07,2.75158e-07,2.66193e-07,2.64452e-07,2.70665e-07,2.56147e-07,2.68604e-07
2.14773e-07,2.67636e-07,2.47667e-07,2.53689e-07,2.45415e-07,2.4381e-07,2.49542e-07,2.36152e-07,2.4764e-07
6.68668e-05,-0.000888924,-0.000251446,-0.000359402,-0.000215517,-0.00019016,-0.000282398,-7.39729e-05,-0.000251011
5.06503e-06,6.31085e-06,5.83955e-06,5.98132e-06,5.78657e-06,5.74878e-06,5.88368e-06,5.56852e-06,5.83891e-06
1.31357e-06,1.63679e-06,1.51443e-06,1.55125e-06,1.50068e-06,1.49088e-06,1.52589e-06,1.44412e-06,1.51427e-06
0.000534141,0.000665514,0.000615807,0.000630776,0.000610213,0.000606225,0.000620467,0.000587212,0.00061574
0.00164445,0.00107703,0.00156754,0.00150383,0.00158693,0.0016005,0.00155037,0.00166045,0.00156778

