totalLearningStep 10000
totalOutputStep 10000
dataNum 1000
miniBatchSmpleNum 100
totalBatchNum 10
ε 0.1 λ 0.01 μ 0.1
sample
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0


Connection Matrix
0.112279,0.0302805,0.00708592,0.00730414,-0.142233,0.152007,-0.0291394,-0.013309,-0.017307,-0.176165,-0.00876731,0.136688,0.112531,-0.0358996,0.122061,-0.13395,0.0428373,-0.0123463,0.141438,-0.0124051,0.200816,0.0229887,0.0604894,0.162716,0.159456
0.0230434,-0.00649103,-0.096898,0.0591243,-0.0782776,-0.0444233,-0.0345186,-0.0881801,-0.0442653,-0.0540916,-0.132323,-0.0112799,0.0907346,0.081527,0.0229098,-0.102618,0.0477525,0.12927,-0.0731458,-0.16054,0.0989476,0.0110815,-0.0380931,0.0114959,0.0345313
-0.173496,0.165835,0.229977,-0.0471135,0.126272,-0.117052,0.106579,-0.0699937,0.0144079,0.0398542,0.00268692,0.105584,-0.00731834,-0.0665721,-0.00441124,-0.0363267,-0.00123448,0.00421215,0.19593,-0.0198426,0.0330534,-0.143583,0.00275283,0.11206,-0.0224039
-0.0420183,0.099983,0.0431034,-0.0650913,-0.149874,-0.123063,0.0194007,-0.0998382,-0.0367638,0.17372,0.0593613,-0.0542364,-0.171967,-0.0578909,0.142695,0.0276997,0.0789667,0.0322074,0.0700392,0.0388717,-0.00412639,0.0295884,-0.042528,0.172764,-0.0868353
-0.0820978,-0.109974,0.00867298,0.0456287,0.0431033,0.207257,-0.0537785,-0.137843,-0.0492404,0.232774,0.18044,-0.0249421,-0.0820864,-0.149334,0.0524176,0.0345113,0.0724375,-0.204038,-0.107978,-0.0693424,-0.233805,0.166226,-0.0275353,-0.074657,0.12251
-0.0110432,-0.127349,0.00317862,0.0462358,0.0353548,-0.106198,-0.0261355,-0.11714,-0.185709,-0.0144816,-0.0483868,-0.0779797,0.121391,-0.212251,-0.0137767,-0.0417323,-0.0406537,0.106095,-0.0103522,0.0141817,0.058182,0.135454,0.0461577,-0.0651715,3.81116e-06
0.0889754,-0.115628,0.0397217,0.0576848,0.00600001,0.0513794,-0.0657177,-0.0680979,0.035477,-0.143415,0.0471743,-0.00480444,-0.0580638,0.0252785,-0.00189374,-0.0690683,0.0799762,0.221414,0.0438871,0.063826,0.201584,-0.0243653,0.153384,0.076475,-0.245668
-0.170365,0.0420153,-0.0298149,0.0263602,0.0731266,0.022807,-0.202852,0.096619,-0.0186922,-0.0472325,0.193666,0.147734,-0.00848901,0.0427697,-0.030428,0.0204625,-0.00833382,0.182893,-0.0244179,0.0475261,-0.0714216,-0.118694,0.0608891,0.0504223,-0.0513996
