0 -91.7485 -7.27 0.0618024
10 -22.7522 -2.66 1.82054
20 -15.7166 -1.49 0.957013
30 -11.7212 -1.14 0.829313
40 -9.63557 -0.87 0.596085
50 -10.973 -0.84 0.351214
60 -5.2567 -0.45 0.238615
70 -7.2403 -0.54 0.121166
80 -7.80935 -0.58 0.124118
90 -6.18732 -0.57 0.335966
100 -7.84035 -0.63 0.192775
110 -2.94418 -0.21 -0.0019727
120 -3.91462 -0.31 0.123039
130 -7.18628 -0.55 0.15112
140 -5.35279 -0.46 0.217681
150 -4.74724 -0.41 0.210426
160 -5.61219 -0.45 0.149739
170 -6.73415 -0.41 -0.110412
180 -3.98009 -0.33 0.162979
190 -4.73009 -0.38 0.119003
200 -7.0296 -0.5 0.0768918
210 -5.08436 -0.36 0.0294925
220 -3.81839 -0.3 0.0842549
230 -5.09258 -0.4 0.138121
240 -5.96607 -0.39 -0.0456008
250 -6.17481 -0.51 0.271549
260 -5.53496 -0.41 0.100319
270 -5.70602 -0.47 0.233222
280 -4.14702 -0.28 -0.00426542
290 -3.88092 -0.33 0.186807
300 -2.29636 -0.17 0.018296
310 -5.07952 -0.42 0.213511
320 -6.95026 -0.5 0.0892682
330 -5.06324 -0.4 0.117184
340 -6.84317 -0.45 -0.0280969
350 -7.48449 -0.55 0.116492
360 -4.90591 -0.33 -0.0224235
370 -3.58564 -0.3 0.140791
380 -7.39894 -0.54 0.096618
390 -5.06441 -0.31 -0.099375
400 -5.62182 -0.41 0.0956898
410 -3.61088 -0.26 0.0395227
420 -3.38204 -0.29 0.159826
430 -5.89725 -0.42 0.0582819
440 -4.97614 -0.36 0.0892387
450 -4.33534 -0.26 -0.108486
460 -4.8308 -0.33 0.0181366
470 -4.08617 -0.31 0.0833215
480 -6.0811 -0.38 -0.0932729
490 -2.86402 -0.22 0.0503687
500 -4.18486 -0.28 -0.0189469
510 -5.17701 -0.31 -0.125032
520 -4.46851 -0.31 0.00689436
530 -3.21028 -0.21 -0.0548955
540 -2.90109 -0.23 0.0763163
550 -0.486235 -0.06 0.0450072
560 -5.09071 -0.35 0.0253207
570 -4.4357 -0.29 -0.0368454
580 -5.38282 -0.41 0.12626
590 -5.04292 -0.3 -0.109806
600 -4.43806 -0.39 0.245133
610 -6.91527 -0.44 -0.0975593
620 -3.92292 -0.32 0.155512
630 -7.70181 -0.5 -0.0593852
640 0.353469 -0.06 0.239567
650 -4.09027 -0.27 -0.0474556
660 -3.02287 -0.25 0.108022
670 -5.32045 -0.36 0.00721739
680 -6.07338 -0.4 -0.0283255
690 -1.98546 -0.14 0.00762369
700 -4.7142 -0.32 -0.0123405
710 -3.58422 -0.27 0.0896797
720 -9.10001 -0.58 -0.0879146
730 -3.10078 -0.23 0.0687415
740 -2.98978 -0.22 0.0296501
750 -2.43925 -0.23 0.147501
760 -0.825623 -0.07 0.00327996
770 -3.90173 -0.3 0.107314
780 -2.49743 -0.13 -0.100892
790 -2.83883 -0.2 0.0189537
800 -3.57616 -0.21 -0.112598
810 -3.54273 -0.23 -0.0353249
820 -5.55901 -0.34 -0.109468
830 -5.85258 -0.4 0.00819706
840 -0.885215 -0.09 0.0729207
850 -4.66015 -0.28 -0.0835417
860 -4.00784 -0.31 0.104192
870 -3.99419 -0.25 -0.0622042
880 -3.82202 -0.26 -0.023475
890 -3.72805 -0.19 -0.183883
900 -2.41589 -0.16 -0.00290185
910 -1.92508 -0.12 -0.0302173
920 -1.2405 -0.1 0.0285124
930 -2.99288 -0.2 -0.0216556
940 -2.61843 -0.21 0.0649275
950 -2.30373 -0.08 -0.217227
960 -3.7972 -0.3 0.0990538
970 -4.31333 -0.28 -0.0552123
980 -2.05551 -0.17 0.0987434
990 -4.51187 -0.28 -0.0880105
1000 -3.0187 -0.19 -0.0539522
1010 -4.93538 -0.28 -0.160167
1020 0.598432 0.04 -0.0136088
1030 -3.20462 -0.21 -0.0457108
1040 -1.61188 -0.05 -0.189754
1050 -2.08003 -0.2 0.153439
1060 -2.97818 -0.18 -0.0846271
1070 -0.972739 -0.13 0.186847
1080 -1.21322 -0.11 0.0619224
1090 -3.01266 -0.2 -0.00406908
1100 -0.920359 -0.01 -0.152731
1110 -3.55717 -0.25 0.0235273
1120 -3.11692 -0.19 -0.0800869
1130 -4.44623 -0.23 -0.226613
1140 -2.56303 -0.16 -0.0384443
1150 -3.29541 -0.22 -0.0190277
1160 -1.60481 -0.11 -0.0137815
1170 -2.46246 -0.09 -0.230231
1180 -2.37401 -0.2 0.108407
1190 0.0338316 0.04 -0.121379
1200 -2.59759 -0.21 0.083611
1210 -3.29339 -0.19 -0.115159
1220 -4.24267 -0.31 0.0524364
1230 -4.98485 -0.29 -0.131526
1240 -4.13209 -0.29 0.00322033
