-0.202611,-0.0709225,-0.183689,0.10659,0.0396312,-0.206978,0.0257937,0.0238209,0.0573101
-0.00909275,-0.0112268,-0.0106986,-0.0104641,-0.0110488,-0.0102814,-0.0109458,-0.0110458,-0.0112348
0.185318,0.0475463,0.161842,-0.1266,-0.0617919,0.186468,-0.0476752,-0.0460546,-0.0800095
-0.19108,-0.0567147,-0.170144,0.119718,0.0535854,-0.193958,0.0396152,0.0377756,0.0715054
-0.00810535,-0.00993309,-0.00948744,-0.00922224,-0.00976118,-0.00913075,-0.00967243,-0.00976133,-0.00992359
0.184911,0.04677,0.161317,-0.127992,-0.0628356,0.186041,-0.0487263,-0.0470683,-0.0810099
-0.187677,-0.0495338,-0.164274,0.126939,0.0609441,-0.188917,0.0468172,0.0450705,0.0791023
-0.00917068,-0.0114134,-0.0108444,-0.0106623,-0.0112451,-0.0104023,-0.0111387,-0.0112401,-0.0114354
0.181443,0.0432569,0.157674,-0.130745,-0.0660719,0.182386,-0.0519486,-0.0503382,-0.0842999

