0.00645056,0.0360558,0.0114834,0.00619761,0.0137548,0.00963651,0.00589264,0.00639614,0.058596,0.00531185,0.010444,0.00653798,0.0369149,0.0143229,0.0189592,0.0104617,0.00100462,0.0249409,0.0155575,0.017457,0.0075165,0.022066,-0.0480657,0.00182644,0.0151541,0.0232184,0.0108336,0.0132244,0.00350034,0.00439937,0.0434723,0.016079,0.00259856,0.00970477,-2.99144e-05,0.0216083,0.00676556,0.0243547,0.0134665,0.0220137,0.00937689,0.0105164,-0.0496759,0.00889556,-0.00684965,0.148009,0.0184271,0.00653905,0.0133501,0.0231443,-0.12366,0.0420256,0.015354,0.0213764,0.0261849,0.0108892,0.00945749,0.0189192,0.0286747,0.00945678,0.00163211,0.015913,0.00399247,-0.010242,0.00692022,0.0109647,0.0202798,0.0172558,-0.148195,0.0149933,0.167093,0.0140021,0.0364071,0.0185311,0.0166028,0.0182075,0.0144044,0.0302099,-0.156821,0.0108089,0.0139163,-0.0791273,0.0314635,0.00951484,0.0151692,0.013118,-0.359409,0.0114907,0.00880941,0.00587023,0.00493515,0.000718285,0.0205327,0.0161008,0.00760216,0.0150048,0.00412741,0.0091098,0.00340998,0.00113365
0.0355877,0.032443,0.00990218,0.00603222,0.000563462,0.0107406,0.00561508,0.00551035,0.0529428,0.00521727,0.0115104,-0.0497836,0.0331364,0.0145434,0.0174873,0.0100919,0.00133638,0.0227765,0.014567,0.0179619,0.00722407,0.0200252,-0.0416433,0.00180577,0.0138777,0.0208796,0.0109658,0.0129644,0.00539469,0.00379915,0.0401405,0.0154463,0.0149466,0.0111134,-0.000705718,0.0190149,0.00641923,0.0216046,0.0108758,0.0194483,0.00870819,0.00940854,-0.0427714,0.0086837,-0.00491343,0.130927,0.0171433,0.00656748,0.012968,0.0215172,-0.11079,0.03765,0.0143727,0.0166528,0.0253961,0.00884498,0.00873005,0.017455,0.0256981,0.00742246,0.000820069,0.0148161,0.00380686,-0.00866427,0.00705924,0.0099294,0.0189253,0.0157357,-0.129829,0.0134617,0.148533,0.0290911,0.0340811,0.0172526,0.0152763,0.0163663,0.0139943,0.0262936,-0.139404,0.0120344,0.0126297,-0.0698464,0.0293861,0.0110294,0.0144204,0.0126221,-0.318136,0.0112916,0.00737608,0.00669146,0.00496186,0.000403825,0.0209005,0.0145846,0.0097019,0.0136327,0.0040904,0.00872674,0.00467428,0.00159871
0.0639207,0.0297466,0.00889915,0.00629739,-0.0122233,0.0119922,0.00517115,0.00497023,0.0466314,0.005526,0.0129064,-0.106465,0.0296709,0.0152525,0.0161828,0.0105495,0.00254522,0.020251,0.013918,0.0187105,0.0071093,0.0177935,-0.0349535,0.00234115,0.0130274,0.0189773,0.0109888,0.0132799,0.00769545,0.00411845,0.0370778,0.0155485,0.0272213,0.0123753,-0.0007163,0.0173211,0.00626539,0.0192031,0.00833555,0.0168226,0.00890095,0.00851252,-0.0360918,0.00866281,-0.00296775,0.1137,0.0158241,0.00752404,0.0131527,0.0212238,-0.0957493,0.0332609,0.0133853,0.0122608,0.0253448,0.00678765,0.00844426,0.0161226,0.0233585,0.00614609,0.000355717,0.014127,0.0034297,-0.00623027,0.00771179,0.00934522,0.017804,0.0146981,-0.112761,0.012307,0.12965,0.0444776,0.0324204,0.0163953,0.0147731,0.0145096,0.0135277,0.0226628,-0.120168,0.0136911,0.01203,-0.0607366,0.0273123,0.0127422,0.0137055,0.0120375,-0.278199,0.0112579,0.00595049,0.00791309,0.00485812,0.000858627,0.021684,0.0137644,0.0119682,0.0124924,0.00397424,0.00887362,0.00583627,0.00188708
0.094715,0.0267175,0.00767982,0.00644233,-0.0259631,0.0137926,0.0049651,0.00407734,0.0414674,0.00606496,0.0146417,-0.164149,0.0263274,0.0161588,0.0150048,0.010581,0.00333536,0.0181614,0.0138395,0.0196907,0.00696357,0.0161542,-0.028442,0.00219734,0.0122359,0.0172493,0.0114137,0.0133504,0.0102647,0.00410041,0.0343835,0.015189,0.0393934,0.0142284,-0.000926077,0.0155391,0.00567421,0.0166291,0.00615788,0.0140437,0.00861273,0.00862243,-0.0297984,0.00876676,-0.000898546,0.0984256,0.0145803,0.00816583,0.0135892,0.0209857,-0.0815971,0.0294049,0.0123281,0.00792568,0.0253259,0.00463626,0.00817096,0.0151107,0.0210447,0.00416675,-0.000154936,0.0132805,0.00402133,-0.00464255,0.00815567,0.00821782,0.0170734,0.0137263,-0.0953559,0.0115982,0.110898,0.0597361,0.030946,0.015901,0.0139537,0.0132645,0.0133078,0.0194046,-0.102184,0.0155264,0.0112474,-0.05185,0.0257795,0.0146281,0.0131367,0.0117875,-0.238765,0.0113653,0.0042516,0.0091494,0.00521188,0.00178045,0.0220704,0.013065,0.014501,0.0114018,0.00442563,0.00898543,0.00758263,0.00240984
0.124755,0.0237247,0.00657678,0.00660193,-0.0390669,0.0153902,0.0048383,0.0033686,0.0357018,0.00624997,0.0164375,-0.222213,0.0230127,0.017117,0.0141163,0.0108325,0.00445376,0.0158558,0.0133956,0.0205991,0.00708372,0.0139916,-0.0218757,0.00275558,0.0114408,0.0154991,0.0113536,0.0135346,0.0125445,0.00396172,0.0315895,0.0153251,0.0525953,0.0166243,-0.00107901,0.0138062,0.00589061,0.0141625,0.00388876,0.0117424,0.00842123,0.00762643,-0.023313,0.00901442,0.00170709,0.0820346,0.0133758,0.00867377,0.0139462,0.0202204,-0.067423,0.0254276,0.0116448,0.00352256,0.0254724,0.00273396,0.00755369,0.0141231,0.0189037,0.00251559,-0.000365205,0.0126333,0.00381663,-0.00246708,0.00874585,0.00737156,0.0158362,0.0127915,-0.0770775,0.0106896,0.0924513,0.0761251,0.0288529,0.0144383,0.0133799,0.0116635,0.0132988,0.0160064,-0.0834196,0.0171191,0.0111411,-0.0418646,0.0237405,0.0163247,0.0126457,0.0115605,-0.200017,0.011294,0.00313864,0.0107309,0.00591535,0.00225031,0.022771,0.0120219,0.0170085,0.0100279,0.00460095,0.00897259,0.00934232,0.00298981
0.156407,0.0204199,0.00514881,0.00676518,-0.0533447,0.0165155,0.00403878,0.00207858,0.0302835,0.00578678,0.018128,-0.280084,0.0195625,0.0175002,0.0126957,0.0106998,0.00463753,0.0135574,0.0126601,0.0217777,0.006881,0.0119671,-0.0157765,0.00271691,0.0103272,0.0137364,0.0113938,0.0132257,0.0147869,0.0039609,0.0290496,0.0151454,0.0656907,0.0181675,-0.00144007,0.0120473,0.00561884,0.0111868,0.000996018,0.00889414,0.00824305,0.00682437,-0.0171418,0.00887068,0.0033869,0.0658019,0.0119518,0.00893417,0.0140559,0.0196013,-0.0528232,0.0212351,0.0105408,-0.00130453,0.0256818,0.000327288,0.0069507,0.012543,0.0164856,0.000245179,-0.00150181,0.0116404,0.00380392,-0.00105249,0.00953928,0.0063991,0.0145676,0.0110736,-0.0608102,0.0093703,0.0736372,0.0916436,0.027063,0.0138995,0.0122464,0.00958699,0.0128457,0.012052,-0.0654002,0.0187396,0.0101978,-0.0333741,0.0217577,0.018468,0.0119815,0.0108511,-0.159392,0.0112506,0.000941352,0.0117032,0.00575605,0.00214601,0.0232764,0.0108741,0.019833,0.00879478,0.00448988,0.00872372,0.0106844,0.00333425
0.184097,0.0173535,0.00420922,0.00703558,-0.0654384,0.0181746,0.00407315,0.00204643,0.0244124,0.0063811,0.019583,-0.334851,0.0166131,0.017989,0.0115534,0.0109076,0.00588695,0.0113982,0.0121181,0.022201,0.00708432,0.0103197,-0.00837471,0.00267647,0.00936198,0.0121863,0.0118475,0.0136287,0.0172823,0.00391948,0.0261349,0.0152901,0.077921,0.0195838,-0.00159932,0.00983729,0.00556603,0.00891739,-0.00164444,0.00647656,0.00826176,0.00620245,-0.0105039,0.00900269,0.00562761,0.0483405,0.0108353,0.010356,0.0143698,0.0190634,-0.0380801,0.0172293,0.00961366,-0.00562508,0.0252099,-0.00140108,0.00656029,0.0109807,0.0141104,-0.00104444,-0.00198205,0.0108804,0.00420123,0.00115847,0.00962639,0.00614676,0.0136474,0.0103788,-0.0421085,0.00829393,0.0546744,0.108326,0.0249009,0.0130134,0.011799,0.00859501,0.0128423,0.00858922,-0.0465262,0.0201488,0.00943842,-0.0236568,0.0199858,0.0203949,0.0112081,0.010426,-0.118525,0.0112261,-8.0134e-05,0.0132111,0.0061009,0.00267838,0.0240219,0.00993913,0.0221682,0.00772324,0.00486023,0.00911107,0.0123951,0.00389204
0.214785,0.0140289,0.00255545,0.00667088,-0.0791977,0.0188769,0.00333425,0.000572278,0.019109,0.00614629,0.0211157,-0.392047,0.0131239,0.0182686,0.0101893,0.010765,0.00644831,0.00903916,0.0114453,0.0230134,0.00672831,0.00771222,-0.00202412,0.00256784,0.00816061,0.0101213,0.0114022,0.0133321,0.0194134,0.00371266,0.0233035,0.0149876,0.0905241,0.0213572,-0.00203235,0.00781679,0.00492185,0.00621967,-0.00395475,0.00394354,0.00791945,0.00518802,-0.00403327,0.00895682,0.00724033,0.032285,0.00977324,0.0102376,0.0143406,0.0182968,-0.0245803,0.0129494,0.00871798,-0.010757,0.0247045,-0.00431209,0.00599961,0.00965069,0.0115837,-0.00309453,-0.00277466,0.00993354,0.00395283,0.00272013,0.0102001,0.00481136,0.0123211,0.00912738,-0.0258434,0.0071045,0.0360107,0.12365,0.0231331,0.0119146,0.0105549,0.00646472,0.0121879,0.00500566,-0.0292918,0.021628,0.00857013,-0.0142273,0.0182095,0.0221308,0.0104807,0.0100596,-0.0793777,0.0108742,-0.00185471,0.0138429,0.00587378,0.00284463,0.0241004,0.00886017,0.0241327,0.00618244,0.00474418,0.00855798,0.0135679,0.00407948
0.242863,0.0109649,0.00140449,0.00705285,-0.092346,0.0205029,0.00337583,4.83312e-05,0.0131967,0.0068979,0.0223961,-0.451726,0.00950112,0.0189059,0.00877861,0.0108876,0.00713615,0.00664258,0.0109563,0.0239202,0.00656035,0.00619518,0.00462356,0.00320009,0.00726416,0.008244,0.0118714,0.0129544,0.0218696,0.00368921,0.0204149,0.0148078,0.10269,0.0232793,-0.00212635,0.00586601,0.0048439,0.00364276,-0.00629104,0.00125742,0.00756618,0.00469042,0.00250328,0.00901322,0.00928367,0.0163237,0.00823292,0.0109124,0.0142353,0.0175713,-0.0100171,0.00915046,0.00760538,-0.0147886,0.0248658,-0.00615113,0.00560829,0.008511,0.00911992,-0.00474592,-0.00331671,0.00918804,0.00382631,0.00463938,0.010424,0.00385637,0.011394,0.00789864,-0.00763674,0.00612268,0.0177255,0.139184,0.0213385,0.0111121,0.00980616,0.00509634,0.012102,0.00141652,-0.0104136,0.0232429,0.008198,-0.00577432,0.0162262,0.023684,0.0101676,0.00927334,-0.03963,0.0111361,-0.00338124,0.0150984,0.00642554,0.00318983,0.0250925,0.0080475,0.0263299,0.0049954,0.00467108,0.00886335,0.0150149,0.00460688
0.272386,0.00805233,0.000492213,0.00739018,-0.105187,0.0217964,0.0031035,-0.00097223,0.00746856,0.00681104,0.0239784,-0.505764,0.0060647,0.0194147,0.00781272,0.0109214,0.00791588,0.00432906,0.0103464,0.024931,0.00672065,0.00403377,0.0110058,0.00331788,0.00684041,0.00648613,0.0117401,0.0132699,0.0244803,0.00351829,0.0176794,0.0149129,0.115362,0.0245354,-0.00235759,0.00430636,0.00469338,0.00106147,-0.00903629,-0.00133737,0.00747268,0.00417157,0.00882393,0.00947739,0.0112482,-0.000366249,0.00716825,0.0117174,0.0144374,0.0171495,0.0038337,0.00515075,0.00689501,-0.0193615,0.0250226,-0.00804083,0.00525163,0.00750634,0.00700562,-0.00626701,-0.00372913,0.00823735,0.00401249,0.00640335,0.0110933,0.00302,0.0100818,0.00657338,0.00940413,0.00496333,-0.00170549,0.154708,0.0194642,0.0101867,0.00927858,0.00334288,0.0118972,-0.00199445,0.00764127,0.0244104,0.00750312,0.00347587,0.014336,0.0254276,0.00944002,0.00910327,0.000166302,0.0108177,-0.00447923,0.0159199,0.00658933,0.00367576,0.0255881,0.00706711,0.0285626,0.00397322,0.00476567,0.00879805,0.016382,0.00524069
