2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

2.5969e+291,2.42557e+291,2.63828e+291,1.97281e+291,1.94961e+291,
2.64358e+291,2.7582e+291,2.29832e+291,2.16825e+291,2.61202e+291,
2.31263e+291,2.34298e+291,2.09303e+291,2.30942e+291,2.0921e+291,
2.72442e+291,2.14086e+291,2.15643e+291,2.48394e+291,2.32231e+291,
2.29822e+291,2.24493e+291,2.65429e+291,2.04573e+291,2.10263e+291,

