0 0.496047 -318.125 0.0396838
10 0.864141 -77.4471 0.0691313
20 59.354 -3.08103 -0.262505
30 364.718 -145.673 -1.24846
40 670.178 -333.81 -1.25
50 1310.64 -660.786 -1.25
60 2566.05 -1291.44 -1.25
70 5022.7 -2525.4 -1.25
80 9819.07 -4939.98 -1.25
90 19198.5 -9662.65 -1.25
100 37556.9 -18899.3 -1.25
110 73463.2 -36963.8 -1.25
120 143680 -72300.6 -1.25
130 281032 -141410 -1.25
140 549667 -276584 -1.25
150 1.07509e+06 -540970 -1.25
160 2.10278e+06 -1.05809e+06 -1.25
170 4.11283e+06 -2.06952e+06 -1.25
180 8.04432e+06 -4.04779e+06 -1.25
190 1.57339e+07 -7.91709e+06 -1.25
200 3.07741e+07 -1.54851e+07 -1.25
210 6.01911e+07 -3.02873e+07 -1.25
220 1.17728e+08 -5.92392e+07 -1.25
230 2.30265e+08 -1.15866e+08 -1.25
240 4.50377e+08 -2.26623e+08 -1.25
250 8.80895e+08 -4.43254e+08 -1.25
260 1.72295e+09 -8.66963e+08 -1.25
270 3.36992e+09 -1.6957e+09 -1.25
280 6.59125e+09 -3.31662e+09 -1.25
290 1.28919e+10 -6.487e+09 -1.25
300 2.52153e+10 -1.2688e+10 -1.25
310 4.93187e+10 -2.48165e+10 -1.25
320 9.64626e+10 -4.85387e+10 -1.25
330 1.88672e+11 -9.4937e+10 -1.25
340 3.69024e+11 -1.85688e+11 -1.25
350 7.21776e+11 -3.63188e+11 -1.25
360 1.41173e+12 -7.10361e+11 -1.25
370 2.7612e+12 -1.3894e+12 -1.25
380 5.40065e+12 -2.71753e+12 -1.25
390 1.05632e+13 -5.31524e+12 -1.25
400 2.06606e+13 -1.03961e+13 -1.25
410 4.04101e+13 -2.03338e+13 -1.25
420 7.90383e+13 -3.9771e+13 -1.25
430 1.54591e+14 -7.77883e+13 -1.25
440 3.02366e+14 -1.52147e+14 -1.25
450 5.914e+14 -2.97584e+14 -1.25
460 1.15672e+15 -5.82047e+14 -1.25
470 2.26244e+15 -1.13843e+15 -1.25
480 4.42512e+15 -2.22666e+15 -1.25
490 8.65511e+15 -4.35513e+15 -1.25
500 1.69286e+16 -8.51823e+15 -1.25
510 3.31107e+16 -1.66609e+16 -1.25
520 6.47614e+16 -3.2587e+16 -1.25
530 1.26667e+17 -6.37372e+16 -1.25
540 2.47749e+17 -1.24664e+17 -1.25
550 4.84574e+17 -2.43831e+17 -1.25
560 9.47781e+17 -4.7691e+17 -1.25
570 1.85377e+18 -9.32791e+17 -1.25
580 3.6258e+18 -1.82445e+18 -1.25
590 7.09172e+18 -3.56845e+18 -1.25
600 1.38707e+19 -6.97956e+18 -1.25
610 2.71298e+19 -1.36514e+19 -1.25
620 5.30634e+19 -2.67008e+19 -1.25
630 1.03787e+20 -5.22242e+19 -1.25
640 2.02998e+20 -1.02146e+20 -1.25
650 3.97044e+20 -1.99787e+20 -1.25
660 7.76581e+20 -3.90765e+20 -1.25
670 1.51892e+21 -7.64299e+20 -1.25
680 2.97086e+21 -1.4949e+21 -1.25
690 5.81072e+21 -2.92387e+21 -1.25
700 1.13652e+22 -5.71882e+21 -1.25
710 2.22293e+22 -1.11855e+22 -1.25
720 4.34784e+22 -2.18777e+22 -1.25
730 8.50397e+22 -4.27908e+22 -1.25
740 1.6633e+23 -8.36947e+22 -1.25
750 3.25325e+23 -1.63699e+23 -1.25
760 6.36305e+23 -3.2018e+23 -1.25
770 1.24455e+24 -6.26241e+23 -1.25
780 2.43423e+24 -1.22487e+24 -1.25
790 4.76112e+24 -2.39573e+24 -1.25
800 9.31229e+24 -4.68582e+24 -1.25
810 1.8214e+25 -9.16502e+24 -1.25
820 3.56248e+25 -1.79259e+25 -1.25
830 6.96787e+25 -3.50614e+25 -1.25
840 1.36285e+26 -6.85767e+25 -1.25
850 2.66561e+26 -1.3413e+26 -1.25
860 5.21367e+26 -2.62345e+26 -1.25
870 1.01975e+27 -5.13122e+26 -1.25
880 1.99453e+27 -1.00362e+27 -1.25
890 3.9011e+27 -1.96298e+27 -1.25
900 7.63019e+27 -3.83941e+27 -1.25
910 1.49239e+28 -7.50951e+27 -1.25
920 2.91898e+28 -1.46879e+28 -1.25
930 5.70925e+28 -2.87281e+28 -1.25
940 1.11668e+29 -5.61895e+28 -1.25
950 2.18411e+29 -1.09901e+29 -1.25
960 4.27191e+29 -2.14957e+29 -1.25
