-0.498967,0.512995,-0.498967,0.512995,-0.498967,0.0100137,-0.498967,0.512995,0.512995,0.0104388,-0.498967,0.512995,0.512995,0.0118479,0.0105208,0.0113114,0.0116051,-0.498967,0.0114874,0.0112883,-0.498967,0.512995,0.0111402,0.512995,-0.498967
-0.00541857,-0.00537208,-0.00541857,-0.00537208,-0.00541857,-0.00888304,-0.00541857,-0.00537208,-0.00537208,-0.00910269,-0.00541857,-0.00537208,-0.00537208,-0.00966328,-0.00914001,-0.00946554,-0.00957562,-0.00541857,-0.00953205,-0.00945668,-0.00541857,-0.00537208,-0.00939908,-0.00537208,-0.00541857
-0.0065571,-0.00749474,-0.0065571,-0.00749474,-0.0065571,-0.0115696,-0.0065571,-0.00749474,-0.00749474,-0.0118552,-0.0065571,-0.00749474,-0.00749474,-0.0125837,-0.0119037,-0.0123268,-0.0124698,-0.0065571,-0.0124132,-0.0123153,-0.0065571,-0.00749474,-0.0122404,-0.00749474,-0.0065571
-0.00607772,-0.00748161,-0.00607772,-0.00748161,-0.00607772,-0.0111553,-0.00607772,-0.00748161,-0.00748161,-0.0114299,-0.00607772,-0.00748161,-0.00748161,-0.0121302,-0.0114765,-0.0118833,-0.0120208,-0.00607772,-0.0119664,-0.0118722,-0.00607772,-0.00748161,-0.0118003,-0.00748161,-0.00607772
0.494458,-0.499704,0.494458,-0.499704,0.494458,-0.00567237,0.494458,-0.499704,-0.499704,-0.00562001,0.494458,-0.499704,-0.499704,-0.00556569,-0.00561571,-0.00558781,-0.00557652,0.494458,-0.00558126,-0.00558862,0.494458,-0.499704,-0.00559366,-0.499704,0.494458
-0.00468079,-0.0056635,-0.00468079,-0.0056635,-0.00468079,-0.00852106,-0.00468079,-0.0056635,-0.0056635,-0.0087278,-0.00468079,-0.0056635,-0.0056635,-0.0092532,-0.00876289,-0.00906829,-0.00917128,-0.00468079,-0.00913054,-0.00905999,-0.00468079,-0.0056635,-0.00900603,-0.0056635,-0.00468079
-0.502802,0.518056,-0.502802,0.518056,-0.502802,0.0110123,-0.502802,0.518056,0.518056,0.0114599,-0.502802,0.518056,0.518056,0.0129283,0.0115457,0.0123706,0.012676,-0.502802,0.0125536,0.0123465,-0.502802,0.518056,0.0121923,0.518056,-0.502802
-0.00593933,-0.00465285,-0.00593933,-0.00465285,-0.00593933,-0.00872258,-0.00593933,-0.00465285,-0.00465285,-0.00893809,-0.00593933,-0.00465285,-0.00465285,-0.00948725,-0.00897469,-0.00929369,-0.00940146,-0.00593933,-0.00935881,-0.00928501,-0.00593933,-0.00465285,-0.00922859,-0.00465285,-0.00593933
0.489117,-0.498643,0.489117,-0.498643,0.489117,-0.0090654,0.489117,-0.498643,-0.498643,-0.00905012,0.489117,-0.498643,-0.498643,-0.0090602,-0.00905148,-0.00906483,-0.00906402,0.489117,-0.00906483,-0.00906472,0.489117,-0.498643,-0.00906348,-0.498643,0.489117
-0.00727785,-0.00645136,-0.00727785,-0.00645136,-0.00727785,-0.0113143,-0.00727785,-0.00645136,-0.00645136,-0.0115897,-0.00727785,-0.00645136,-0.00645136,-0.0122899,-0.0116364,-0.0120434,-0.0121807,-0.00727785,-0.0121263,-0.0120323,-0.00727785,-0.00645136,-0.0119604,-0.00645136,-0.00727785
-0.00857845,-0.00882771,-0.00857845,-0.00882771,-0.00857845,-0.0143432,-0.00857845,-0.00882771,-0.00882771,-0.014692,-0.00857845,-0.00882771,-0.00882771,-0.0155787,-0.0147512,-0.0152665,-0.0154404,-0.00857845,-0.0153716,-0.0152525,-0.00857845,-0.00882771,-0.0151614,-0.00882771,-0.00857845
-0.00673885,-0.00436025,-0.00673885,-0.00436025,-0.00673885,-0.00914459,-0.00673885,-0.00436025,-0.00436025,-0.0093687,-0.00673885,-0.00436025,-0.00436025,-0.00993903,-0.00940674,-0.00973812,-0.00984999,-0.00673885,-0.00980572,-0.0097291,-0.00673885,-0.00436025,-0.00967052,-0.00436025,-0.00673885
-0.00309328,0.0129988,-0.00309328,0.0129988,-0.00309328,0.00494349,-0.00309328,0.0129988,0.0129988,0.00546606,-0.00309328,0.0129988,0.0129988,0.00703331,0.00555983,0.00644091,0.0067652,-0.00309328,0.00663521,0.00641538,-0.00309328,0.0129988,0.00625164,0.0129988,-0.00309328
