-0.00767407,-0.00770994,-0.00767407,-0.00770994,-0.00767407,-0.0126768,-0.00767407,-0.00770994,-0.00770994,-0.0129828,-0.00767407,-0.00770994,-0.00770994,-0.0137591,-0.0130347,-0.0134861,-0.0136382,-0.00767407,-0.013578,-0.0134738,-0.00767407,-0.00770994,-0.0133941,-0.00770994,-0.00767407
-0.00448849,-0.00988554,-0.00448849,-0.00988554,-0.00448849,-0.0118339,-0.00448849,-0.00988554,-0.00988554,-0.0121248,-0.00448849,-0.00988554,-0.00988554,-0.0128669,-0.0121742,-0.0126053,-0.0127509,-0.00448849,-0.0126933,-0.0125935,-0.00448849,-0.00988554,-0.0125173,-0.00988554,-0.00448849
-0.00433059,-0.00520353,-0.00433059,-0.00520353,-0.00433059,-0.00784672,-0.00433059,-0.00520353,-0.00520353,-0.00804075,-0.00433059,-0.00520353,-0.00520353,-0.0085361,-0.00807373,-0.00836137,-0.00845863,-0.00433059,-0.00842014,-0.00835353,-0.00433059,-0.00520353,-0.00830264,-0.00520353,-0.00433059
0.50181,-0.503675,0.50181,-0.503675,0.50181,-0.00285063,0.50181,-0.503675,-0.503675,-0.00269571,0.50181,-0.503675,-0.503675,-0.00236232,-0.00267365,-0.00248602,-0.00241864,0.50181,-0.00244572,-0.00249131,0.50181,-0.503675,-0.00252522,-0.503675,0.50181
-0.00617727,-0.00622693,-0.00617727,-0.00622693,-0.00617727,-0.0102052,-0.00617727,-0.00622693,-0.00622693,-0.0104561,-0.00617727,-0.00622693,-0.00622693,-0.0110957,-0.0104988,-0.0108703,-0.0109958,-0.00617727,-0.0109461,-0.0108602,-0.00617727,-0.00622693,-0.0107944,-0.00622693,-0.00617727
-0.487759,0.509737,-0.487759,0.509737,-0.487759,0.0165225,-0.487759,0.509737,0.509737,0.0170924,-0.487759,0.509737,0.509737,0.0188581,0.0171987,0.018198,0.0185608,-0.487759,0.0184158,0.0181693,-0.487759,0.509737,0.0179846,0.509737,-0.487759
-0.00965017,-0.00715175,-0.00965017,-0.00715175,-0.00965017,-0.0138506,-0.00965017,-0.00715175,-0.00715175,-0.0141908,-0.00965017,-0.00715175,-0.00715175,-0.0150567,-0.0142486,-0.0147517,-0.0149215,-0.00965017,-0.0148543,-0.014738,-0.00965017,-0.00715175,-0.0146491,-0.00715175,-0.00965017
0.502542,-0.500822,0.502542,-0.500822,0.502542,0.000245348,0.502542,-0.500822,-0.500822,0.000503576,0.502542,-0.500822,-0.500822,0.0011167,0.000543535,0.000891578,0.00101504,0.502542,0.000965646,0.000881816,0.502542,-0.500822,0.000818979,-0.500822,0.502542
-0.00688924,-0.0118858,-0.00688924,-0.0118858,-0.00688925,-0.0154634,-0.00688924,-0.0118858,-0.0118858,-0.0158409,-0.00688924,-0.0118858,-0.0118858,-0.0168021,-0.0159051,-0.0164636,-0.0166521,-0.00688924,-0.0165775,-0.0164484,-0.00688924,-0.0118858,-0.0163496,-0.0118858,-0.00688924
-0.00755977,-0.0103182,-0.00755977,-0.0103182,-0.00755977,-0.0147171,-0.00755977,-0.0103182,-0.0103182,-0.01508,-0.00755977,-0.0103182,-0.0103182,-0.0160053,-0.0151416,-0.0156791,-0.0158607,-0.00755977,-0.0157888,-0.0156644,-0.00755977,-0.0103182,-0.0155694,-0.0103182,-0.00755977
-0.0054194,-0.00429734,-0.0054194,-0.00429734,-0.0054194,-0.0080075,-0.0054194,-0.00429734,-0.00429734,-0.00820165,-0.0054194,-0.00429734,-0.00429734,-0.00869487,-0.00823458,-0.00852127,-0.00861796,-0.0054194,-0.0085797,-0.00851348,-0.0054194,-0.00429734,-0.00846282,-0.00429734,-0.0054194
-0.500318,0.507911,-0.500318,0.507911,-0.500318,0.00474863,-0.500318,0.507911,0.507911,0.00503511,-0.500318,0.507911,0.507911,0.00608768,0.00509342,0.00567731,0.00590084,-0.500318,0.00581088,0.00565984,-0.500318,0.507911,0.00554839,0.507911,-0.500318

