0 -55.7121 -5.91 -0.941978
10 -8.53628 -1.33 0.450078
20 -4.21564 -0.69 0.314111
30 -1.82078 -0.36 0.272903
40 -1.47272 -0.27 0.189611
50 -1.77036 -0.34 0.248789
60 -0.920506 -0.2 0.185733
70 -0.925429 -0.19 0.172927
80 -1.07609 -0.23 0.217663
90 -0.295568 -0.11 0.175445
100 -0.995586 -0.19 0.147128
110 -0.472654 -0.13 0.17205
120 0.0251043 -0.07 0.182161
130 -0.616905 -0.14 0.149556
140 0.0287825 -0.06 0.165661
150 -0.643163 -0.14 0.138004
160 -0.92876 -0.18 0.144402
170 -1.00978 -0.19 0.1421
180 -0.110808 -0.06 0.11851
190 -0.330796 -0.08 0.0953772
200 -0.395477 -0.09 0.0978354
210 -0.539522 -0.11 0.103983
220 0.116848 -0.03 0.11834
230 -0.636915 -0.13 0.111974
240 -0.255008 -0.08 0.121121
250 -0.528983 -0.12 0.123112
260 -0.682968 -0.13 0.101206
270 -0.397643 -0.09 0.100696
280 -0.351706 -0.09 0.111732
290 -0.650302 -0.12 0.0926931
300 -0.81338 -0.15 0.115189
310 -0.0806928 -0.05 0.101811
320 -0.748128 -0.14 0.110277
330 -0.210223 -0.05 0.0570885
340 -0.743457 -0.13 0.0862288
350 -0.37945 -0.09 0.106485
360 -1.00552 -0.16 0.0766654
370 -0.915845 -0.14 0.0537707
380 -0.568534 -0.09 0.0435147
390 -0.0931817 -0.04 0.0753438
400 -0.544503 -0.1 0.0779344
410 -0.0984538 -0.04 0.0713085
420 -0.566627 -0.1 0.0652742
430 -0.237051 -0.06 0.0761225
440 -0.119841 -0.04 0.0624251
450 -0.70389 -0.12 0.0711149
460 -0.271766 -0.06 0.0657999
470 -0.0652244 -0.03 0.0552579
480 -0.308229 -0.06 0.0540718
490 -0.831332 -0.13 0.0606407
500 -0.617668 -0.11 0.0772397
510 0.0928114 -0.01 0.0578771
520 -0.687953 -0.12 0.0824004
530 -0.538923 -0.09 0.0542744
540 -0.455244 -0.08 0.0538566
550 -0.620149 -0.1 0.0541374
560 -0.212194 -0.04 0.0337909
570 -0.551791 -0.09 0.0527137
580 -0.011955 -0.02 0.0487762
590 -0.533631 -0.09 0.0541605
600 -0.149912 -0.04 0.0509164
610 -0.561835 -0.09 0.0452419
620 -0.460829 -0.08 0.0541925
630 -0.264839 -0.05 0.0425393
640 -0.230058 -0.05 0.053093
650 -0.696537 -0.11 0.0512274
660 -0.696115 -0.11 0.0537686
670 0.226819 0.01 0.0509382
680 -0.203964 -0.04 0.0356327
690 -0.628504 -0.1 0.0512281
700 -0.492229 -0.08 0.0451031
710 -0.526771 -0.08 0.0334417
720 -0.156398 -0.04 0.0524893
730 -0.118236 -0.04 0.0659601
740 -0.00515711 -0.02 0.0534733
750 -0.188422 -0.04 0.0419285
760 -0.194218 -0.04 0.0402431
770 -0.193078 -0.05 0.0661954
780 -0.337967 -0.06 0.0436669
790 -0.275173 -0.05 0.03947
800 -0.312781 -0.06 0.0532846
810 0.351464 0.03 0.0397269
820 -0.224153 -0.04 0.0311089
830 -0.370587 -0.06 0.033816
840 -0.472726 -0.08 0.0518918
850 -0.201761 -0.04 0.0366913
860 -0.153991 -0.03 0.027865
870 -0.216249 -0.04 0.0333571
880 -0.0667263 -0.02 0.0310375
890 -0.23394 -0.05 0.0512987
900 -0.366041 -0.06 0.0340584
910 0.336154 0.02 0.0601032
