0.00943386,0.0122465,0.0109681,0.0112999,0.0108513,0.0107699,0.0110681,0.0103983,0.0109667
-0.00932115,-0.0116296,-0.010755,-0.0110181,-0.0106567,-0.0105866,-0.0108369,-0.0102524,-0.0107538
-0.00842605,-0.0105119,-0.00972171,-0.00995948,-0.00963287,-0.00956952,-0.00979573,-0.00926754,-0.00972065
-0.0111825,-0.0139604,-0.012907,-0.0132238,-0.0127886,-0.0127043,-0.0130056,-0.0123022,-0.0129056
0.00739893,0.00970626,0.00861941,0.00889356,0.00852415,0.0084581,0.00870148,0.00815965,0.00861825
-0.00761065,-0.00949339,-0.00878029,-0.00899486,-0.00870011,-0.00864294,-0.00884709,-0.00837037,-0.00877933
-0.00541946,-0.00676116,-0.00625276,-0.00640569,-0.00619562,-0.00615488,-0.00630037,-0.00596066,-0.00625208
-0.00948413,-0.0118393,-0.0109462,-0.0112148,-0.0108459,-0.0107743,-0.0110298,-0.0104334,-0.010945
0.0115797,0.0149232,0.0134439,0.0138361,0.0133045,0.0132069,0.0135627,0.0127584,0.0134422

